task_id,source_id,source_type,model_path,notes
task127,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task127.onnx,GOLF_20260607_001_public_6154_repro
task128,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task128.onnx,GOLF_20260607_001_public_6154_repro
task129,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task129.onnx,GOLF_20260607_001_public_6154_repro
task130,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task130.onnx,GOLF_20260607_001_public_6154_repro
task131,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task131.onnx,GOLF_20260607_001_public_6154_repro
task132,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task132.onnx,GOLF_20260607_001_public_6154_repro
task133,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task133.onnx,GOLF_20260607_001_public_6154_repro
task134,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task134.onnx,GOLF_20260607_001_public_6154_repro
task135,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task135.onnx,GOLF_20260607_001_public_6154_repro
task136,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task136.onnx,GOLF_20260607_001_public_6154_repro
task137,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task137.onnx,GOLF_20260607_001_public_6154_repro
task138,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task138.onnx,GOLF_20260607_001_public_6154_repro
task139,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task139.onnx,GOLF_20260607_001_public_6154_repro
task140,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task140.onnx,GOLF_20260607_001_public_6154_repro
task141,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task141.onnx,GOLF_20260607_001_public_6154_repro
task142,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task142.onnx,GOLF_20260607_001_public_6154_repro
task143,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task143.onnx,GOLF_20260607_001_public_6154_repro
task144,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task144.onnx,GOLF_20260607_001_public_6154_repro
task145,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task145.onnx,GOLF_20260607_001_public_6154_repro
task146,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task146.onnx,GOLF_20260607_001_public_6154_repro
task147,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task147.onnx,GOLF_20260607_001_public_6154_repro
task148,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task148.onnx,GOLF_20260607_001_public_6154_repro
task149,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task149.onnx,GOLF_20260607_001_public_6154_repro
task150,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task150.onnx,GOLF_20260607_001_public_6154_repro
task151,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task151.onnx,GOLF_20260607_001_public_6154_repro
task152,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task152.onnx,GOLF_20260607_001_public_6154_repro
task153,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task153.onnx,GOLF_20260607_001_public_6154_repro
task154,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task154.onnx,GOLF_20260607_001_public_6154_repro
task155,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task155.onnx,GOLF_20260607_001_public_6154_repro
task156,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task156.onnx,GOLF_20260607_001_public_6154_repro
task157,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task157.onnx,GOLF_20260607_001_public_6154_repro
task158,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task158.onnx,GOLF_20260607_001_public_6154_repro
task159,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task159.onnx,GOLF_20260607_001_public_6154_repro
task160,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task160.onnx,GOLF_20260607_001_public_6154_repro
task161,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task161.onnx,GOLF_20260607_001_public_6154_repro
task162,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task162.onnx,GOLF_20260607_001_public_6154_repro
task163,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task163.onnx,GOLF_20260607_001_public_6154_repro
task164,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task164.onnx,GOLF_20260607_001_public_6154_repro
task165,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task165.onnx,GOLF_20260607_001_public_6154_repro
task166,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task166.onnx,GOLF_20260607_001_public_6154_repro
task167,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task167.onnx,GOLF_20260607_001_public_6154_repro
task168,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task168.onnx,GOLF_20260607_001_public_6154_repro
task169,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task169.onnx,GOLF_20260607_001_public_6154_repro
task170,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task170.onnx,GOLF_20260607_001_public_6154_repro
task171,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task171.onnx,GOLF_20260607_001_public_6154_repro
task172,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task172.onnx,GOLF_20260607_001_public_6154_repro
task173,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task173.onnx,GOLF_20260607_001_public_6154_repro
task174,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task174.onnx,GOLF_20260607_001_public_6154_repro
task175,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task175.onnx,GOLF_20260607_001_public_6154_repro
task176,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task176.onnx,GOLF_20260607_001_public_6154_repro
task177,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task177.onnx,GOLF_20260607_001_public_6154_repro
task178,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task178.onnx,GOLF_20260607_001_public_6154_repro
task179,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task179.onnx,GOLF_20260607_001_public_6154_repro
task180,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task180.onnx,GOLF_20260607_001_public_6154_repro
task181,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task181.onnx,GOLF_20260607_001_public_6154_repro
task182,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task182.onnx,GOLF_20260607_001_public_6154_repro
task183,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task183.onnx,GOLF_20260607_001_public_6154_repro
task184,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task184.onnx,GOLF_20260607_001_public_6154_repro
task185,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task185.onnx,GOLF_20260607_001_public_6154_repro
task186,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task186.onnx,GOLF_20260607_001_public_6154_repro
task187,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task187.onnx,GOLF_20260607_001_public_6154_repro
task188,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task188.onnx,GOLF_20260607_001_public_6154_repro
task189,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task189.onnx,GOLF_20260607_001_public_6154_repro
task190,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task190.onnx,GOLF_20260607_001_public_6154_repro
task191,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task191.onnx,GOLF_20260607_001_public_6154_repro
task192,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task192.onnx,GOLF_20260607_001_public_6154_repro
task193,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task193.onnx,GOLF_20260607_001_public_6154_repro
task194,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task194.onnx,GOLF_20260607_001_public_6154_repro
task195,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task195.onnx,GOLF_20260607_001_public_6154_repro
task196,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task196.onnx,GOLF_20260607_001_public_6154_repro
task197,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task197.onnx,GOLF_20260607_001_public_6154_repro
task198,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task198.onnx,GOLF_20260607_001_public_6154_repro
task199,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task199.onnx,GOLF_20260607_001_public_6154_repro
task200,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task200.onnx,GOLF_20260607_001_public_6154_repro
task201,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task201.onnx,GOLF_20260607_001_public_6154_repro
task202,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task202.onnx,GOLF_20260607_001_public_6154_repro
task203,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task203.onnx,GOLF_20260607_001_public_6154_repro
task204,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task204.onnx,GOLF_20260607_001_public_6154_repro
task205,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task205.onnx,GOLF_20260607_001_public_6154_repro
task206,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task206.onnx,GOLF_20260607_001_public_6154_repro
task207,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task207.onnx,GOLF_20260607_001_public_6154_repro
task208,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task208.onnx,GOLF_20260607_001_public_6154_repro
task209,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task209.onnx,GOLF_20260607_001_public_6154_repro
task210,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task210.onnx,GOLF_20260607_001_public_6154_repro
task211,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task211.onnx,GOLF_20260607_001_public_6154_repro
task212,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task212.onnx,GOLF_20260607_001_public_6154_repro
task213,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task213.onnx,GOLF_20260607_001_public_6154_repro
task214,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task214.onnx,GOLF_20260607_001_public_6154_repro
task215,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task215.onnx,GOLF_20260607_001_public_6154_repro
task216,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task216.onnx,GOLF_20260607_001_public_6154_repro
task217,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task217.onnx,GOLF_20260607_001_public_6154_repro
task218,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task218.onnx,GOLF_20260607_001_public_6154_repro
task219,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task219.onnx,GOLF_20260607_001_public_6154_repro
task220,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task220.onnx,GOLF_20260607_001_public_6154_repro
task221,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task221.onnx,GOLF_20260607_001_public_6154_repro
task222,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task222.onnx,GOLF_20260607_001_public_6154_repro
task223,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task223.onnx,GOLF_20260607_001_public_6154_repro
task224,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task224.onnx,GOLF_20260607_001_public_6154_repro
task225,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task225.onnx,GOLF_20260607_001_public_6154_repro
task226,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task226.onnx,GOLF_20260607_001_public_6154_repro
task227,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task227.onnx,GOLF_20260607_001_public_6154_repro
task228,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task228.onnx,GOLF_20260607_001_public_6154_repro
task229,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task229.onnx,GOLF_20260607_001_public_6154_repro
task230,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task230.onnx,GOLF_20260607_001_public_6154_repro
task231,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task231.onnx,GOLF_20260607_001_public_6154_repro
task232,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task232.onnx,GOLF_20260607_001_public_6154_repro
task233,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task233.onnx,GOLF_20260607_001_public_6154_repro
task234,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task234.onnx,GOLF_20260607_001_public_6154_repro
task235,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task235.onnx,GOLF_20260607_001_public_6154_repro
task236,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task236.onnx,GOLF_20260607_001_public_6154_repro
task237,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task237.onnx,GOLF_20260607_001_public_6154_repro
task238,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task238.onnx,GOLF_20260607_001_public_6154_repro
task239,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task239.onnx,GOLF_20260607_001_public_6154_repro
task240,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task240.onnx,GOLF_20260607_001_public_6154_repro
task241,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task241.onnx,GOLF_20260607_001_public_6154_repro
task242,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task242.onnx,GOLF_20260607_001_public_6154_repro
task243,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task243.onnx,GOLF_20260607_001_public_6154_repro
task244,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task244.onnx,GOLF_20260607_001_public_6154_repro
task245,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task245.onnx,GOLF_20260607_001_public_6154_repro
task246,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task246.onnx,GOLF_20260607_001_public_6154_repro
task247,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task247.onnx,GOLF_20260607_001_public_6154_repro
task248,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task248.onnx,GOLF_20260607_001_public_6154_repro
task249,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task249.onnx,GOLF_20260607_001_public_6154_repro
task250,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task250.onnx,GOLF_20260607_001_public_6154_repro
task251,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task251.onnx,GOLF_20260607_001_public_6154_repro
task252,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task252.onnx,GOLF_20260607_001_public_6154_repro
task253,SRC_KAGGLE_NOTEBOOK_OCTAVIO_6154,candidate,E:\Jitter\kagglegolf\submissions\candidates\GOLF_20260607_001_public_6154_repro\onnx\task253.onnx,GOLF_20260607_001_public_6154_repro
