task_id,candidate_model_path,model_path,source_id,source_exp_id,method_family,memory_footprint,parameter_count,file_size,cost_proxy,utility_proxy,local_valid,risk,candidate_rank,recommended_action
task253,E:\kagglegolf\data\external\datasets\afr1ste_6335\task253.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task253.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,2619,,,true,medium,80,submit_afr1ste_6335_structural_pass_mix
task255,E:\kagglegolf\data\external\datasets\afr1ste_6335\task255.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task255.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,34023,,,true,medium,81,submit_afr1ste_6335_structural_pass_mix
task257,E:\kagglegolf\data\external\datasets\afr1ste_6335\task257.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task257.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,52475,,,true,medium,82,submit_afr1ste_6335_structural_pass_mix
task258,E:\kagglegolf\data\external\datasets\afr1ste_6335\task258.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task258.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4661,,,true,medium,83,submit_afr1ste_6335_structural_pass_mix
task262,E:\kagglegolf\data\external\datasets\afr1ste_6335\task262.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task262.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3898,,,true,medium,84,submit_afr1ste_6335_structural_pass_mix
task272,E:\kagglegolf\data\external\datasets\afr1ste_6335\task272.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task272.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3897,,,true,medium,85,submit_afr1ste_6335_structural_pass_mix
task275,E:\kagglegolf\data\external\datasets\afr1ste_6335\task275.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task275.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,29488,,,true,medium,86,submit_afr1ste_6335_structural_pass_mix
task276,E:\kagglegolf\data\external\datasets\afr1ste_6335\task276.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task276.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,203,,,true,medium,87,submit_afr1ste_6335_structural_pass_mix
task282,E:\kagglegolf\data\external\datasets\afr1ste_6335\task282.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task282.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4049,,,true,medium,88,submit_afr1ste_6335_structural_pass_mix
task285,E:\kagglegolf\data\external\datasets\afr1ste_6335\task285.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task285.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,98389,,,true,medium,89,submit_afr1ste_6335_structural_pass_mix
task293,E:\kagglegolf\data\external\datasets\afr1ste_6335\task293.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task293.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,18601,,,true,medium,90,submit_afr1ste_6335_structural_pass_mix
task294,E:\kagglegolf\data\external\datasets\afr1ste_6335\task294.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task294.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,987,,,true,medium,91,submit_afr1ste_6335_structural_pass_mix
task296,E:\kagglegolf\data\external\datasets\afr1ste_6335\task296.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task296.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,34082,,,true,medium,92,submit_afr1ste_6335_structural_pass_mix
task308,E:\kagglegolf\data\external\datasets\afr1ste_6335\task308.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task308.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4034,,,true,medium,93,submit_afr1ste_6335_structural_pass_mix
task309,E:\kagglegolf\data\external\datasets\afr1ste_6335\task309.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task309.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,203,,,true,medium,94,submit_afr1ste_6335_structural_pass_mix
task312,E:\kagglegolf\data\external\datasets\afr1ste_6335\task312.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task312.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,830,,,true,medium,95,submit_afr1ste_6335_structural_pass_mix
task313,E:\kagglegolf\data\external\datasets\afr1ste_6335\task313.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task313.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,39724,,,true,medium,96,submit_afr1ste_6335_structural_pass_mix
task316,E:\kagglegolf\data\external\datasets\afr1ste_6335\task316.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task316.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,44326,,,true,medium,97,submit_afr1ste_6335_structural_pass_mix
task319,E:\kagglegolf\data\external\datasets\afr1ste_6335\task319.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task319.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,11412,,,true,medium,98,submit_afr1ste_6335_structural_pass_mix
task320,E:\kagglegolf\data\external\datasets\afr1ste_6335\task320.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task320.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,218402,,,true,medium,99,submit_afr1ste_6335_structural_pass_mix
task322,E:\kagglegolf\data\external\datasets\afr1ste_6335\task322.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task322.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,2545,,,true,medium,100,submit_afr1ste_6335_structural_pass_mix
task324,E:\kagglegolf\data\external\datasets\afr1ste_6335\task324.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task324.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,92671,,,true,medium,101,submit_afr1ste_6335_structural_pass_mix
task329,E:\kagglegolf\data\external\datasets\afr1ste_6335\task329.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task329.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,1311,,,true,medium,102,submit_afr1ste_6335_structural_pass_mix
task331,E:\kagglegolf\data\external\datasets\afr1ste_6335\task331.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task331.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,2213,,,true,medium,103,submit_afr1ste_6335_structural_pass_mix
task332,E:\kagglegolf\data\external\datasets\afr1ste_6335\task332.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task332.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,18732,,,true,medium,104,submit_afr1ste_6335_structural_pass_mix
task336,E:\kagglegolf\data\external\datasets\afr1ste_6335\task336.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task336.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,161396,,,true,medium,105,submit_afr1ste_6335_structural_pass_mix
task337,E:\kagglegolf\data\external\datasets\afr1ste_6335\task337.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task337.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,172,,,true,medium,106,submit_afr1ste_6335_structural_pass_mix
task344,E:\kagglegolf\data\external\datasets\afr1ste_6335\task344.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task344.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4049,,,true,medium,107,submit_afr1ste_6335_structural_pass_mix
task351,E:\kagglegolf\data\external\datasets\afr1ste_6335\task351.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task351.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,1256,,,true,medium,108,submit_afr1ste_6335_structural_pass_mix
task352,E:\kagglegolf\data\external\datasets\afr1ste_6335\task352.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task352.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,4049,,,true,medium,109,submit_afr1ste_6335_structural_pass_mix
task363,E:\kagglegolf\data\external\datasets\afr1ste_6335\task363.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task363.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,306734,,,true,medium,110,submit_afr1ste_6335_structural_pass_mix
task366,E:\kagglegolf\data\external\datasets\afr1ste_6335\task366.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task366.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,285823,,,true,medium,111,submit_afr1ste_6335_structural_pass_mix
task367,E:\kagglegolf\data\external\datasets\afr1ste_6335\task367.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task367.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,33033,,,true,medium,112,submit_afr1ste_6335_structural_pass_mix
task377,E:\kagglegolf\data\external\datasets\afr1ste_6335\task377.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task377.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,17801,,,true,medium,113,submit_afr1ste_6335_structural_pass_mix
task379,E:\kagglegolf\data\external\datasets\afr1ste_6335\task379.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task379.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,927477,,,true,medium,114,submit_afr1ste_6335_structural_pass_mix
task382,E:\kagglegolf\data\external\datasets\afr1ste_6335\task382.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task382.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,67623,,,true,medium,115,submit_afr1ste_6335_structural_pass_mix
task384,E:\kagglegolf\data\external\datasets\afr1ste_6335\task384.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task384.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3216,,,true,medium,116,submit_afr1ste_6335_structural_pass_mix
task385,E:\kagglegolf\data\external\datasets\afr1ste_6335\task385.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task385.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,167,,,true,medium,117,submit_afr1ste_6335_structural_pass_mix
task387,E:\kagglegolf\data\external\datasets\afr1ste_6335\task387.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task387.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,9893,,,true,medium,118,submit_afr1ste_6335_structural_pass_mix
task391,E:\kagglegolf\data\external\datasets\afr1ste_6335\task391.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task391.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,2612,,,true,medium,119,submit_afr1ste_6335_structural_pass_mix
task392,E:\kagglegolf\data\external\datasets\afr1ste_6335\task392.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task392.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,13063,,,true,medium,120,submit_afr1ste_6335_structural_pass_mix
task394,E:\kagglegolf\data\external\datasets\afr1ste_6335\task394.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task394.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,5232,,,true,medium,121,submit_afr1ste_6335_structural_pass_mix
task396,E:\kagglegolf\data\external\datasets\afr1ste_6335\task396.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task396.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,54678,,,true,medium,122,submit_afr1ste_6335_structural_pass_mix
task397,E:\kagglegolf\data\external\datasets\afr1ste_6335\task397.onnx,E:\kagglegolf\data\external\datasets\afr1ste_6335\task397.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_048_afr1ste_6335_full_replace,public_full_replace_structural_pass_no_compress,,,3886,,,true,medium,123,submit_afr1ste_6335_structural_pass_mix
