task_id,present_in_public_zip,missing_reason,source_id,source_notebook,output_file_sha256,size_bytes,notes
task130,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,aaf291bab4664270ac1030a0f0a0efa703f037c864bb9dea18014975c16b0dc3,382,public 7015 notebook output task file
task131,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,893a53134df1d35526ac46d140c58f4b8191d90488572b53e0ccf3f6e4882817,11222,public 7015 notebook output task file
task132,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,a3055df790ac65592a4e5179237b014ae17685b4cb612742418094507387c529,5710,public 7015 notebook output task file
task133,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b036e138fd6fa75447a193ccd851c04c89af593c8c4f28f125b53f7a50aea83c,18602,public 7015 notebook output task file
task134,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,bdd63027ea0b53d11814fa9689c43d43abff1458264cfd985e6047bcaeaafcf4,4574,public 7015 notebook output task file
task135,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,673896245f774358872d05cd367d1d1eb3d3c1a8ce689ce37b29c8b3bd2555f3,997,public 7015 notebook output task file
task136,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3be184ab9a7ed5bd29c193a098634283a70f1ca8e8fec21f032c5628c2ca51cf,3202,public 7015 notebook output task file
task137,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,59ab733a63abe777f5b9de8f382455e704065188e97327852f84735686a797b7,2041,public 7015 notebook output task file
task138,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,85b54213166d75e5372487663c707c3a6f65ae53e02d518a077895b2e750e515,4314,public 7015 notebook output task file
task139,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b73deb3fe67d3d7c4fea3589637ee4ca48b45493af3aca6e3588d0aee9628899,934,public 7015 notebook output task file
task140,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,d4830ee432562703ce0e624377faf58bf72b5433e6b4616e8268be0d20a86dc8,382,public 7015 notebook output task file
task141,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b0bf73a6c5651fb0f96d143e55452c1abd7e8fe0f2e807eafc10e9a548f11e0a,1632,public 7015 notebook output task file
task142,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b2bcb44c3431bc8904247245aaf55d9b67228a92e0dd74f506a333740aaada47,782,public 7015 notebook output task file
task143,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,8d23876d44bb5bd8d5925028d2d98553b05d23d93627e02c29e9ba7fb4a99b66,3342,public 7015 notebook output task file
task144,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,24b5c705a650f19dd38c7477a70dc19699523501662ffde1afb3973cb504ff4a,623,public 7015 notebook output task file
task145,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b53851b89df9193ce19fd41bc983af86fa8348de6d3c93ae487611082e3d458a,2671,public 7015 notebook output task file
task146,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,62af91ca7366013ad330c14e5e0135f957d848346903a4f3cb99c00f90e3a079,1728,public 7015 notebook output task file
task147,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,f8c50aeec09138e2867f0b468a7f41db144b8a4a6df6a3889a0a8801a6aa4d2b,1309,public 7015 notebook output task file
task148,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,0dc1ff8f583b8632c57a69ce08aa8cda9cf73a66b3ebb2b27addc8679f3df90a,6128,public 7015 notebook output task file
task149,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,73c3ffd2b9ab348e04db2e38b40b98e054d1867dd8ee0826f0ebdbe19da73e3e,921,public 7015 notebook output task file
task150,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,f7b9a9bc8ebf4522236b117321fa49c34a483e02e6aa789f7c437a46039ecdf3,498,public 7015 notebook output task file
task151,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,923f0ee2c55298f44b9f8669305997a4277a7143c4a847c20d536b039d0e163f,3790,public 7015 notebook output task file
task152,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,602e3167cb8842803d2ac990c1c5423379b4651e5cb1207114c30810de13f66f,1404,public 7015 notebook output task file
task153,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,384c3fdd27e9e80e87e9e04df462d8ffd4e66d8172b43c645b15645e28257fd2,5631,public 7015 notebook output task file
task154,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,33ae6b30b0234bf08bd8e37909be6d83369e335440008f50a61a9ec86cc0760c,3341,public 7015 notebook output task file
task155,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,81969433909ac8f8a591262db6256652ed49bebbc3380a0cfed52ec22751c1d1,452,public 7015 notebook output task file
task156,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,e8df5d0ab7c8b94f45d8c8a6d643a9002dacf075c90729fbb10da3ddb39eefaf,2078,public 7015 notebook output task file
task157,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,6af183317f5473e6090b8872587a8a5ca7b896907faca2bf4aaff60ff3559ee4,175629,public 7015 notebook output task file
task158,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,ed0bc1f2f17208c4741820d620cb37c6acc96aabfe4dc63b4d39373fba10446c,13229,public 7015 notebook output task file
task159,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,9d38af3859f9df7b0fcac238d0bc67c549ea995f3cc6eaea41824310b9f84e70,3358,public 7015 notebook output task file
task160,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,5d47907a9855c174a7676f14ca34537db126bc5e292856bb1161bf9a93782f70,1176,public 7015 notebook output task file
task161,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,292153ed0182cbd2e57e5c19cc66493bfbe3ce678fc99a67da12541eb0d552fe,4939,public 7015 notebook output task file
task162,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,c15fe38872bde7af561a7e7a9a302aa453ff0199c0d0e0316398ab5f2aa07869,1245,public 7015 notebook output task file
task163,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7efdfdf3608de2dede1cc239a4930fb38affd277c5653d59671dd35d84cb8261,2680,public 7015 notebook output task file
task164,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7d21ff42590dbb578104ad3a52de35a77ecf207e5b1a25b138d84324fbd817f8,321,public 7015 notebook output task file
task165,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,82941762a3768ee5359bf76ba10faf31158be199b2fc5c37452cae80a8060f61,3602,public 7015 notebook output task file
task166,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,5b27fd62c7975ee02404cfb956fcf535d40fba52b6f0b09987d88c744fe4ede8,352,public 7015 notebook output task file
task167,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,0528290615251a157fcb3d36d853eb8bfce0c5ba5144e3541aa6ed06f2c9d64a,953,public 7015 notebook output task file
task168,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,bc5deb57f3f314363b0c684dbd7402eb6f4c12b1fe6802ea0ccb7116f2431d32,2859,public 7015 notebook output task file
task169,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,19de1a4e6be8661d13c9f9103e149355023743e77b5e636ebddd4cd40b84f990,1404,public 7015 notebook output task file
task170,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,1609c0bd8a6e0585a74689e9492bf9fca20ef574d3f1c52aedd787a763f18360,6277,public 7015 notebook output task file
task171,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3fd3a39b195be6d4cb8bcf27c295ac3159134736f11e28d945d99db4fe860326,3833,public 7015 notebook output task file
task172,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,f27567dd7653cecb2edcca66da619154f79595b5dff72ed685eaa78cf4f86a26,299,public 7015 notebook output task file
task173,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,a3f54fe0b0b44493dfc42f79e9e594ab24f057c905f3914da48e5dbbc859a203,9789,public 7015 notebook output task file
task174,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,30fe7d34e4fc9d764dc207052f2a3ad548534dcd92c13907beb1deef47ea0ed7,6481,public 7015 notebook output task file
task175,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,c4b1e4579ef23752c311f33139d8a194163e7bfd8e6a42437df5749ec414663e,5574,public 7015 notebook output task file
task176,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,973e94ddb6a1db46e7d945294f50e0d67faf993399dae2a5dfb97ba14b111b76,1229,public 7015 notebook output task file
task177,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,77bd72fe17e11613f30cfca83a142e6018b9eec2f6aaa2af4feb50e1957edae9,1982,public 7015 notebook output task file
task178,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,74699350324304e28a04d2cb9f495cb42ec918d2de512fdc18ab75b6924620a7,4673,public 7015 notebook output task file
task179,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,fff8098ddf52f6685c85096918109c0fbb4593a5fab259b3e11331e4c90d2606,177,public 7015 notebook output task file
task180,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,40910c472a459cc9c5bb649650df59db214116c5b2f43029040bd721b00c8ac3,1110,public 7015 notebook output task file
task181,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7640f97223bf45e434e35e8e46c03153683eb51854109388c4d9625cb2e28464,2280,public 7015 notebook output task file
task182,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,dec3a222db4b521df27427dd9fc5095e67cbab591333e33f347b17f3607a2929,4089,public 7015 notebook output task file
task183,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,5c3e9e24eced7c3bd398ec72ce8dbb35302bd17740e2e8526833a4033aa6ccd9,6374,public 7015 notebook output task file
task184,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,a701706297b1746218518f4b54fbdb1b2804fbf3bba852dcf5fa2a5562a26a3b,2052,public 7015 notebook output task file
task185,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,baeb46940fa45fe0a871d4fac4f628431852a1eeeec355bdedf23ba7bbf9bfce,5449,public 7015 notebook output task file
task186,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3d138ea3d8b3c6443573278009cc3169d10ea4160442e664e3d538ea908cc034,602,public 7015 notebook output task file
task187,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3465bca8bc8c02ee21f4061113dc3facab492541d63116bacccf55220a1e8b20,24992,public 7015 notebook output task file
task188,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,c14b89e7a004ca0b6660a4535f66150c9500675cb3eeeb94eee75374a031e202,4703,public 7015 notebook output task file
task189,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,475f03eafdee661e8de1d8d61b404659dca5b48b841cdfb98e145b7a14834d19,2382,public 7015 notebook output task file
task190,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b773c39a5730b61b20abe444d5cc5e5d22251dc1f94d52c05e04fa9f8578bb9e,2013,public 7015 notebook output task file
task191,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,cf113be55f911bf1403c1db2301340e07ae281c9cb5819860019572c536358a0,14541,public 7015 notebook output task file
task192,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,5d74945a0d18713936e15dd2ee51ff2646c34907fe5e60576caea4155345bacf,1738,public 7015 notebook output task file
task193,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,30436dac356ddc817b014b5b7da878db843e11a9fbf22ddeeb240d01303893e9,1255,public 7015 notebook output task file
task194,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,a92b0a7856fd6bb7a78a37bae87ca34056df87dc129ed8007a23bd6f7def1829,745,public 7015 notebook output task file
task195,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,48e90bb143d40d4f9087a6671445bf1ce8b9f746c9f643336c0329c29ea54cf4,1248,public 7015 notebook output task file
task196,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7c3c73ad8cd6b04d2271ded656dc46295b901175930ade11aa56c4c71f437764,2326,public 7015 notebook output task file
task197,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,d533558b0dd9bee34df6d6380e4964ee8e79ccb4dd18aaeade4151a30a0c2fce,2346,public 7015 notebook output task file
task198,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,a35b37862af28a71062ec6b825e896f58c252f4242a6c09973eeeb99fa0cbd07,7106,public 7015 notebook output task file
task199,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7b40a1404b2e9d5c4c132173602afc50f0411ad9373b15046ffbdecf12b7a91c,2019,public 7015 notebook output task file
task200,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,51e42b7f30d07103dcc52a9dcaf4c7737f0e2014b8f9d6320e1a5767dc93a89a,1562,public 7015 notebook output task file
task201,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,e04b470cd17d9bc1e5a1f251357c4af97924bf5687d03b8e505fd07bcad88e1a,8478,public 7015 notebook output task file
task202,false,not included in public 395-file output,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,,,Kaggle accepted original public output despite missing task file
task203,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7ccbeb5e0335847e8977ae6b1f53f43113eaea706e1acd02553a6108d371a985,1720,public 7015 notebook output task file
task204,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,d566a74abc42186ab5b608067b602342badd82376ef99e5c6d1521cba43b77bd,4044,public 7015 notebook output task file
task205,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,d6950b5dd4f30db2f5ac15a84047b932995c3f11360e5190ee4019a4a8262899,27506,public 7015 notebook output task file
task206,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,4c8e6142bd936471078f546dae632bb35fc37bec218320036e2da5310f1601b4,5113,public 7015 notebook output task file
task207,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,2920def49433195fdd7bb263c4962c07ad72e80ab43303d8c1cb19b6d3b462d3,1400,public 7015 notebook output task file
task208,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,f86d3c20dd0be6426ce29ecee757d34d9455b7b5cce55379eb7f5aaacd7161dc,8763,public 7015 notebook output task file
task209,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,82cb796fca95cc77ac0431c2781ee58dca8cde79843ff12ffc1a962543e74933,183332,public 7015 notebook output task file
task210,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,716a5f806e92321600f8199cd7bd9d96db92077ac977a9afdd93c91198806bd3,395,public 7015 notebook output task file
task211,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,922180a39c755e1431c50bad6a9019bcf80fb8bcacfd536760439bcd6559de19,976,public 7015 notebook output task file
task212,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,0379532b747ef6e6e75bdfd0cacc19b3798ecb315c93dcacc8e2a9b376f64669,2611,public 7015 notebook output task file
task213,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,a4c9ab99dc879bc12af4dee32ed7bab5458a3b669d21cce07e364bdf40562a3c,7987,public 7015 notebook output task file
task214,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,518b80bea044d8452c795dbe4951f87ce38db954a89acc79f258f1c6da173bbf,650,public 7015 notebook output task file
task215,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,5cfdc9580dc9b233f86d06e9a043ca4d5d0d69065743bd7a87d8f84517647d6d,2976,public 7015 notebook output task file
task216,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,138df548973df128da5c8caf3700ebeca2b6fd952bce2601136eb568cad69c9e,7636,public 7015 notebook output task file
task217,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,6f702690e2769bff117871d891c2ac5e79d2b017f0cb48ba289a20b3f6c472a7,1049,public 7015 notebook output task file
task218,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,cfdde6e35543b384fffb83e00f84ef4634a1f72713553ea4ca34221eb408179e,3328,public 7015 notebook output task file
task219,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3b1fb3ec6c0b971ea2141708bcc1f07a996cdc1ef2d22c35e3d2892deda1da2f,109214,public 7015 notebook output task file
task220,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,01f8f08a90dbff22c12e5fdde12b9d957f925294b282b70c3b0841c030dc23a2,3791,public 7015 notebook output task file
task221,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,527a22df4e93f511f99ed3a1e79693dd41c2de4bab082b6f2b8a40c4c351ac12,3577,public 7015 notebook output task file
task222,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b4fcb70abaa86f73d41b55da7e22c6b28732c4c154109cf2ff71a9c8fbf3a71b,2473,public 7015 notebook output task file
task223,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,60fda0ff702e8a5c46707c1c7dfe15dc3098bb09bca8b068aaa7975c7571eaa8,214,public 7015 notebook output task file
task224,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,de1d0aa7e1c0567d352b0fd852c482e64ddf448907d6f2ab6f241586a138f913,3530,public 7015 notebook output task file
task225,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,ca05d356f02f20afeceac04b2ab75edf4db31de656c0167b4c9b53b0a79686a6,3680,public 7015 notebook output task file
task226,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3e2064f8ec9b68d2d48f380febc82ca2cc7937f642319d8300d52d62e5391972,1989,public 7015 notebook output task file
task227,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,f6de979bb18b35a70e77c84b31f02aa3e85fde7e806aeaabd74e7383ef5bc92c,628,public 7015 notebook output task file
task228,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,67f44b066a41ed23bdcc1731ffa64dfef0f83e7d96d168efa7ff6c885cc1cca4,4005,public 7015 notebook output task file
task229,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b0519b9bc02f1989b345dd783e03059a1533cdbfaca085822122e615c2238acb,1348,public 7015 notebook output task file
task230,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,934facf5c2af56ca29377327ab424d2416cad7843199af92b061597183bf7527,3787,public 7015 notebook output task file
task231,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,72f3e66fb7aa0f15a80deaae017c5c779feb83462ab94eb1acae20afcfdc1f36,760,public 7015 notebook output task file
task232,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,c9080306bbd1480dd44632366298265f141732323a7ec95175626cd70d7baa74,5840,public 7015 notebook output task file
task233,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,1a90e06bc76075d099e143461e2f231ebb6cadaad96a782dd0517b568ee39fe8,25456,public 7015 notebook output task file
task234,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,78470e4d07db796efae6c3833252ff5905d7a32b481e4784c2d8a8a50a968e1d,9675,public 7015 notebook output task file
task235,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b3d322cc097ed65c290da4ca23c0de017f64a71234e1c4748dc96ee9fa99899b,740,public 7015 notebook output task file
task236,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,efa746c302020a34ddc9f2ffd14b29b08fc504d5ad0348666b31eced263d0310,743,public 7015 notebook output task file
task237,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,375fb7e5378e9532561e21e2cd753542dc7eec5dcf94071f118feeef7d3e5741,3834,public 7015 notebook output task file
task238,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7d69fcb0f554aeb6e2a0e1f3e0909bb538d6eb6db0dac59f1d92f8e0e158b1ba,5423,public 7015 notebook output task file
task239,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,5aef7de15bffce5dcaab902e6e3673ad0e189c4aaed1884a82d715c311d144d8,1462,public 7015 notebook output task file
task240,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,ef8e73d03716eac1127ec07edb6bf61dbbb767ad18627219580e6a8bb5e44ad7,4617,public 7015 notebook output task file
task241,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,6ec96fe8f7aa3e65a9ffa38cc0482c12d4517ab27d20a46a63b23dfa17d25890,127,public 7015 notebook output task file
task242,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,e715bfa987de553f75935cb0d98c282735c6af60a8065332f9d74cf2954cdb06,1414,public 7015 notebook output task file
task243,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,8c968e8399efeedbd30572319e1bf47d22c34b2c727337695c1d55dfdc5b4f91,12922,public 7015 notebook output task file
task244,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,33e301d26bdba1b3c7c25e02e652479ac46acb8ef72b0bef20383a0147a4d723,4147,public 7015 notebook output task file
task245,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,fd1b49fdf22a22b6581514fe0be8e452762f5c105c3cd8258525a6f87df06663,2179,public 7015 notebook output task file
task246,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,c57113f74e85d08cdca6f9e1878f437d2dc1fb7b7bc2b970db74341f83c1cf0a,3406,public 7015 notebook output task file
task247,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,256bc235bf5438c11197707caee337571647adbc0373c8b62b050b3738a11b94,1928,public 7015 notebook output task file
task248,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,6a001ce01217f4e505777fb369eb36ec242ffdc413030285fdb28dc76479d892,723,public 7015 notebook output task file
task249,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,54a49df5271a5359ca3aac40d0bd0b0cceee556bbd3f044581e4d78ba014e019,856,public 7015 notebook output task file
task250,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b74dc8b59cd9fc425fd0f446c4ae46aab4e0698ac417803874ed842c103c4a78,4499,public 7015 notebook output task file
task251,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,f723fd61f3038aa83ac20c88d612ba08329beaec2299011f06430651538f7346,3236,public 7015 notebook output task file
task252,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,41e291f6cff0484db7bd048cfa0d2e259b3f53e67f2115787da999750c6e5fcc,1242,public 7015 notebook output task file
task253,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3d080dca679f790f7c17a0898c628f124200f3d3d63413b0428599c6c9701e6a,1807,public 7015 notebook output task file
task254,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,aaf1b01752127f7051138b0601c0544e20582cef4f8e60bef5b5de8ecf4457bd,1305,public 7015 notebook output task file
task255,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,b96093af4fbef577ad1f9702a318f645cb59d3f6a54bf39c8a48bfdfd64d380a,31502,public 7015 notebook output task file
task256,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,7a6c5b45a52456c4736e1b97826d037ba59c7c5f12f929250395712fb07cda62,2496,public 7015 notebook output task file
task257,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,f6dccbdbf93f072daad951709fea4d9a295e0cf92f8dffcf74669d1af643495a,1880,public 7015 notebook output task file
task258,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,3ec7a39bb4e870caf027c4669582ea64f42ab1b5fde9c0de5ce644763ba6657c,864,public 7015 notebook output task file
task259,true,,SRC_KAGGLE_NOTEBOOK_SAJAYR_7015,sajayr/neurogolf-7015,377300d1547ca747a92843c91f64b25a0b34e686110983f183e33e4f3a48c767,3359,public 7015 notebook output task file
