task_id,candidate_model_path,model_path,source_id,source_exp_id,method_family,memory_footprint,parameter_count,file_size,cost_proxy,utility_proxy,local_valid,risk,candidate_rank,recommended_action
task075,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task075.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task075.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,9767,,,true,high,70,submit_afr1ste_compress_rewrite_structural_mix
task076,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task076.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task076.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,287531,,,true,high,71,submit_afr1ste_compress_rewrite_structural_mix
task077,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task077.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task077.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,11081,,,true,high,72,submit_afr1ste_compress_rewrite_structural_mix
task078,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task078.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task078.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2219,,,true,high,73,submit_afr1ste_compress_rewrite_structural_mix
task079,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task079.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task079.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2233,,,true,high,74,submit_afr1ste_compress_rewrite_structural_mix
task080,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task080.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task080.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,20722,,,true,high,75,submit_afr1ste_compress_rewrite_structural_mix
task081,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task081.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task081.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,3898,,,true,high,76,submit_afr1ste_compress_rewrite_structural_mix
task082,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task082.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task082.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2568,,,true,high,77,submit_afr1ste_compress_rewrite_structural_mix
task083,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task083.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task083.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2097,,,true,high,78,submit_afr1ste_compress_rewrite_structural_mix
task084,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task084.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task084.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,5773,,,true,high,79,submit_afr1ste_compress_rewrite_structural_mix
task085,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task085.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task085.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2582,,,true,high,80,submit_afr1ste_compress_rewrite_structural_mix
task086,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task086.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task086.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,12321,,,true,high,81,submit_afr1ste_compress_rewrite_structural_mix
task087,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task087.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task087.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,1216,,,true,high,82,submit_afr1ste_compress_rewrite_structural_mix
task088,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task088.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task088.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,19575,,,true,high,83,submit_afr1ste_compress_rewrite_structural_mix
task089,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task089.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task089.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,153890,,,true,high,84,submit_afr1ste_compress_rewrite_structural_mix
task090,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task090.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task090.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,20029,,,true,high,85,submit_afr1ste_compress_rewrite_structural_mix
task091,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task091.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task091.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,4977,,,true,high,86,submit_afr1ste_compress_rewrite_structural_mix
task092,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task092.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task092.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2666,,,true,high,87,submit_afr1ste_compress_rewrite_structural_mix
task093,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task093.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task093.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,4854,,,true,high,88,submit_afr1ste_compress_rewrite_structural_mix
task094,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task094.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task094.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,4770,,,true,high,89,submit_afr1ste_compress_rewrite_structural_mix
task095,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task095.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task095.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,1299,,,true,high,90,submit_afr1ste_compress_rewrite_structural_mix
task096,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task096.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task096.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,19549,,,true,high,91,submit_afr1ste_compress_rewrite_structural_mix
task097,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task097.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task097.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,4402,,,true,high,92,submit_afr1ste_compress_rewrite_structural_mix
task098,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task098.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task098.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,4031,,,true,high,93,submit_afr1ste_compress_rewrite_structural_mix
task099,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task099.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task099.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,9393,,,true,high,94,submit_afr1ste_compress_rewrite_structural_mix
task102,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task102.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task102.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,6269,,,true,high,95,submit_afr1ste_compress_rewrite_structural_mix
task105,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task105.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task105.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,35608,,,true,high,96,submit_afr1ste_compress_rewrite_structural_mix
task106,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task106.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task106.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2417,,,true,high,97,submit_afr1ste_compress_rewrite_structural_mix
task107,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task107.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task107.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,58097,,,true,high,98,submit_afr1ste_compress_rewrite_structural_mix
task108,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task108.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task108.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,3957,,,true,high,99,submit_afr1ste_compress_rewrite_structural_mix
task109,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task109.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task109.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,3951,,,true,high,100,submit_afr1ste_compress_rewrite_structural_mix
task110,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task110.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task110.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,30711,,,true,high,101,submit_afr1ste_compress_rewrite_structural_mix
task111,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task111.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task111.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,18960,,,true,high,102,submit_afr1ste_compress_rewrite_structural_mix
task112,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task112.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task112.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2868,,,true,high,103,submit_afr1ste_compress_rewrite_structural_mix
task113,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task113.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task113.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,3957,,,true,high,104,submit_afr1ste_compress_rewrite_structural_mix
task114,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task114.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task114.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,4593,,,true,high,105,submit_afr1ste_compress_rewrite_structural_mix
task115,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task115.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task115.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,3652,,,true,high,106,submit_afr1ste_compress_rewrite_structural_mix
task116,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task116.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task116.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,1325,,,true,high,107,submit_afr1ste_compress_rewrite_structural_mix
task117,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task117.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task117.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,20380,,,true,high,108,submit_afr1ste_compress_rewrite_structural_mix
task118,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task118.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task118.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,19537,,,true,high,109,submit_afr1ste_compress_rewrite_structural_mix
task119,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task119.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task119.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,77807,,,true,high,110,submit_afr1ste_compress_rewrite_structural_mix
task120,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task120.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task120.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,10449,,,true,high,111,submit_afr1ste_compress_rewrite_structural_mix
task121,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task121.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task121.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,1989,,,true,high,112,submit_afr1ste_compress_rewrite_structural_mix
task122,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task122.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task122.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,17371,,,true,high,113,submit_afr1ste_compress_rewrite_structural_mix
task123,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task123.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task123.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,11513,,,true,high,114,submit_afr1ste_compress_rewrite_structural_mix
task124,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task124.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task124.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,18863,,,true,high,115,submit_afr1ste_compress_rewrite_structural_mix
task125,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task125.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task125.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,5998,,,true,high,116,submit_afr1ste_compress_rewrite_structural_mix
task126,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task126.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task126.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,3688,,,true,high,117,submit_afr1ste_compress_rewrite_structural_mix
task127,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task127.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task127.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2103,,,true,high,118,submit_afr1ste_compress_rewrite_structural_mix
task128,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task128.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task128.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,7367,,,true,high,119,submit_afr1ste_compress_rewrite_structural_mix
task130,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task130.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task130.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,1580,,,true,high,120,submit_afr1ste_compress_rewrite_structural_mix
task131,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task131.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task131.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,11428,,,true,high,121,submit_afr1ste_compress_rewrite_structural_mix
task132,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task132.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task132.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2605,,,true,high,122,submit_afr1ste_compress_rewrite_structural_mix
task133,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task133.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task133.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,775725,,,true,high,123,submit_afr1ste_compress_rewrite_structural_mix
task134,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task134.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task134.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,7728,,,true,high,124,submit_afr1ste_compress_rewrite_structural_mix
task135,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task135.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task135.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,6743,,,true,high,125,submit_afr1ste_compress_rewrite_structural_mix
task136,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task136.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task136.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,8560,,,true,high,126,submit_afr1ste_compress_rewrite_structural_mix
task137,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task137.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task137.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2566,,,true,high,127,submit_afr1ste_compress_rewrite_structural_mix
task138,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task138.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task138.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,11292,,,true,high,128,submit_afr1ste_compress_rewrite_structural_mix
task139,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task139.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task139.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,17371,,,true,high,129,submit_afr1ste_compress_rewrite_structural_mix
task140,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task140.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task140.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,1216,,,true,high,130,submit_afr1ste_compress_rewrite_structural_mix
task141,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task141.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task141.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,140688,,,true,high,131,submit_afr1ste_compress_rewrite_structural_mix
task142,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task142.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task142.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2097,,,true,high,132,submit_afr1ste_compress_rewrite_structural_mix
task143,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task143.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task143.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,1543,,,true,high,133,submit_afr1ste_compress_rewrite_structural_mix
task144,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task144.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task144.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2089,,,true,high,134,submit_afr1ste_compress_rewrite_structural_mix
task145,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task145.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task145.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,32604,,,true,high,135,submit_afr1ste_compress_rewrite_structural_mix
task146,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task146.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task146.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,2475,,,true,high,136,submit_afr1ste_compress_rewrite_structural_mix
task147,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task147.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task147.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,3897,,,true,high,137,submit_afr1ste_compress_rewrite_structural_mix
task148,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task148.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task148.onnx,SRC_KAGGLE_DATASET_AFR1STE_6335,GOLF_20260608_049_afr1ste_compress_rewrite_structural_mix,afr1ste_compress_rewrite_structural_pass,,,10847,,,true,high,138,submit_afr1ste_compress_rewrite_structural_mix
