task_id,candidate_model_path,source_id,source_exp_id,method_family,memory_footprint,parameter_count,file_size,cost_proxy,utility_proxy,local_valid,risk,candidate_rank,recommended_action
task096,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task096.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,59457,59457,public_partial_output,true,medium,96,submit_mix
task097,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task097.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2494,2494,public_partial_output,true,medium,97,submit_mix
task098,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task098.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3836,3836,public_partial_output,true,medium,98,submit_mix
task099,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task099.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,19839,19839,public_partial_output,true,medium,99,submit_mix
task100,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task100.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4954,4954,public_partial_output,true,medium,100,submit_mix
task101,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task101.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,19733,19733,public_partial_output,true,medium,101,submit_mix
task102,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task102.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,6500,6500,public_partial_output,true,medium,102,submit_mix
task103,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task103.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1669,1669,public_partial_output,true,medium,103,submit_mix
task104,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task104.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,6350,6350,public_partial_output,true,medium,104,submit_mix
task105,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task105.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,8120,8120,public_partial_output,true,medium,105,submit_mix
task106,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task106.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2939,2939,public_partial_output,true,medium,106,submit_mix
task107,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task107.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,31191,31191,public_partial_output,true,medium,107,submit_mix
task108,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task108.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,7454,7454,public_partial_output,true,medium,108,submit_mix
task109,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task109.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,5491,5491,public_partial_output,true,medium,109,submit_mix
task110,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task110.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,22233,22233,public_partial_output,true,medium,110,submit_mix
task111,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task111.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1457,1457,public_partial_output,true,medium,111,submit_mix
task112,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task112.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3987,3987,public_partial_output,true,medium,112,submit_mix
task113,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task113.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,499,499,public_partial_output,true,medium,113,submit_mix
task114,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task114.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4719,4719,public_partial_output,true,medium,114,submit_mix
task115,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task115.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,5069,5069,public_partial_output,true,medium,115,submit_mix
task116,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task116.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,479,479,public_partial_output,true,medium,116,submit_mix
task117,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task117.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,10774,10774,public_partial_output,true,medium,117,submit_mix
task118,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task118.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,7366,7366,public_partial_output,true,medium,118,submit_mix
task119,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task119.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,25915,25915,public_partial_output,true,medium,119,submit_mix
task120,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task120.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3836,3836,public_partial_output,true,medium,120,submit_mix
task121,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task121.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3339,3339,public_partial_output,true,medium,121,submit_mix
task122,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task122.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,10236,10236,public_partial_output,true,medium,122,submit_mix
task123,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task123.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,8997,8997,public_partial_output,true,medium,123,submit_mix
task124,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task124.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4339,4339,public_partial_output,true,medium,124,submit_mix
task125,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task125.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3032,3032,public_partial_output,true,medium,125,submit_mix
task126,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task126.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2765,2765,public_partial_output,true,medium,126,submit_mix
task127,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task127.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3772,3772,public_partial_output,true,medium,127,submit_mix
task128,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task128.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3365,3365,public_partial_output,true,medium,128,submit_mix
task129,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task129.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,726,726,public_partial_output,true,medium,129,submit_mix
task130,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task130.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1293,1293,public_partial_output,true,medium,130,submit_mix
task131,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task131.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,12030,12030,public_partial_output,true,medium,131,submit_mix
task132,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task132.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3762,3762,public_partial_output,true,medium,132,submit_mix
task133,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task133.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,65902,65902,public_partial_output,true,medium,133,submit_mix
task134,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task134.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,7220,7220,public_partial_output,true,medium,134,submit_mix
task135,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task135.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,381,381,public_partial_output,true,medium,135,submit_mix
task136,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task136.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3173,3173,public_partial_output,true,medium,136,submit_mix
task137,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task137.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3864,3864,public_partial_output,true,medium,137,submit_mix
task138,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task138.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,11562,11562,public_partial_output,true,medium,138,submit_mix
task139,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task139.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3865,3865,public_partial_output,true,medium,139,submit_mix
task140,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task140.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,474,474,public_partial_output,true,medium,140,submit_mix
task141,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task141.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2345,2345,public_partial_output,true,medium,141,submit_mix
task142,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task142.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,7454,7454,public_partial_output,true,medium,142,submit_mix
task143,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task143.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2690,2690,public_partial_output,true,medium,143,submit_mix
task144,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task144.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1639,1639,public_partial_output,true,medium,144,submit_mix
task145,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task145.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,31434,31434,public_partial_output,true,medium,145,submit_mix
task146,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task146.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1894,1894,public_partial_output,true,medium,146,submit_mix
task147,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task147.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3825,3825,public_partial_output,true,medium,147,submit_mix
task148,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task148.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,10573,10573,public_partial_output,true,medium,148,submit_mix
task149,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task149.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1404,1404,public_partial_output,true,medium,149,submit_mix
task150,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task150.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1299,1299,public_partial_output,true,medium,150,submit_mix
task151,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task151.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2352,2352,public_partial_output,true,medium,151,submit_mix
task152,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task152.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,7454,7454,public_partial_output,true,medium,152,submit_mix
task153,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task153.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,54531,54531,public_partial_output,true,medium,153,submit_mix
task154,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task154.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,8020,8020,public_partial_output,true,medium,154,submit_mix
task155,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task155.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1299,1299,public_partial_output,true,medium,155,submit_mix
task156,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task156.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,49215,49215,public_partial_output,true,medium,156,submit_mix
task157,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task157.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,327441,327441,public_partial_output,true,medium,157,submit_mix
task158,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task158.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,58188,58188,public_partial_output,true,medium,158,submit_mix
task159,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task159.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,12966,12966,public_partial_output,true,medium,159,submit_mix
task160,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task160.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2189,2189,public_partial_output,true,medium,160,submit_mix
task161,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task161.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,6008,6008,public_partial_output,true,medium,161,submit_mix
task162,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task162.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2268,2268,public_partial_output,true,medium,162,submit_mix
task163,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task163.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,13875,13875,public_partial_output,true,medium,163,submit_mix
task164,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task164.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,479,479,public_partial_output,true,medium,164,submit_mix
task165,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task165.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4910,4910,public_partial_output,true,medium,165,submit_mix
task166,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task166.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1628,1628,public_partial_output,true,medium,166,submit_mix
task167,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task167.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2375,2375,public_partial_output,true,medium,167,submit_mix
task168,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task168.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,7297,7297,public_partial_output,true,medium,168,submit_mix
task169,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task169.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,21301,21301,public_partial_output,true,medium,169,submit_mix
task170,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task170.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,64849,64849,public_partial_output,true,medium,170,submit_mix
task171,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task171.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3825,3825,public_partial_output,true,medium,171,submit_mix
task172,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task172.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,479,479,public_partial_output,true,medium,172,submit_mix
task173,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task173.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,10061,10061,public_partial_output,true,medium,173,submit_mix
task174,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task174.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,61839,61839,public_partial_output,true,medium,174,submit_mix
task175,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task175.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,11343,11343,public_partial_output,true,medium,175,submit_mix
task176,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task176.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,1420,1420,public_partial_output,true,medium,176,submit_mix
task177,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task177.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4180,4180,public_partial_output,true,medium,177,submit_mix
task178,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task178.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,11303,11303,public_partial_output,true,medium,178,submit_mix
task179,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task179.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,170,170,public_partial_output,true,medium,179,submit_mix
task180,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task180.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4414,4414,public_partial_output,true,medium,180,submit_mix
task181,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task181.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,3083,3083,public_partial_output,true,medium,181,submit_mix
task182,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task182.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,30831,30831,public_partial_output,true,medium,182,submit_mix
task183,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task183.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4645,4645,public_partial_output,true,medium,183,submit_mix
task184,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task184.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,6934,6934,public_partial_output,true,medium,184,submit_mix
task185,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task185.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,18881,18881,public_partial_output,true,medium,185,submit_mix
task186,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task186.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,2418,2418,public_partial_output,true,medium,186,submit_mix
task187,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task187.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,8852,8852,public_partial_output,true,medium,187,submit_mix
task188,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task188.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,4356,4356,public_partial_output,true,medium,188,submit_mix
task189,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task189.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,8560,8560,public_partial_output,true,medium,189,submit_mix
task190,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task190.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,8781,8781,public_partial_output,true,medium,190,submit_mix
task191,data\external\public_kernel_outputs\biohack_super_blend\_src_A\task191.onnx,SRC_KAGGLE_NOTEBOOK_BIOHACK_SUPER_BLEND,GOLF_20260608_006_biohack_super_blend_structural_pass_mix,biohack_partial_public_harvest,,,13532,13532,public_partial_output,true,medium,191,submit_mix
