path,output_path,node_count_before,node_count_after,initializer_count_before,initializer_count_after,parameter_count_before,parameter_count_after,removed_unused_initializers,deduplicated_initializers,scalar_compressed_initializers,replaced_batch_compresses,saved_parameters,changed,status,error
E:\kagglegolf\data\external\datasets\afr1ste_6335\task129.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task129.onnx,97,97,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task130.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task130.onnx,14,14,7,7,110,110,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task131.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task131.onnx,145,145,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task132.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task132.onnx,43,43,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task133.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task133.onnx,602,602,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task134.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task134.onnx,115,115,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task135.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task135.onnx,4,4,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task136.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task136.onnx,126,126,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task137.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task137.onnx,50,50,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task138.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task138.onnx,158,158,16,14,147,145,0,2,0,1,2,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task139.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task139.onnx,9,9,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task140.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task140.onnx,11,11,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task141.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task141.onnx,18,18,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task142.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task142.onnx,28,28,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task143.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task143.onnx,25,25,10,10,33,33,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task144.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task144.onnx,27,27,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task145.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task145.onnx,328,328,36,35,938,937,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task146.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task146.onnx,42,42,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task147.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task147.onnx,9,9,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task148.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task148.onnx,126,126,17,16,354,353,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task149.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task149.onnx,18,18,9,9,46,46,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task150.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task150.onnx,18,18,6,6,64,64,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task151.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task151.onnx,5,5,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task152.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task152.onnx,28,28,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task153.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task153.onnx,3848,3848,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task154.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task154.onnx,60,60,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task155.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task155.onnx,17,17,8,6,66,64,2,0,0,1,2,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task156.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task156.onnx,66,66,14,14,966,966,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task157.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task157.onnx,21,21,11,11,4295,4295,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task158.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task158.onnx,1043,1043,103,102,770,769,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task159.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task159.onnx,54,54,15,15,4104,4104,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task160.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task160.onnx,32,32,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task161.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task161.onnx,53,53,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task162.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task162.onnx,32,32,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task163.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task163.onnx,74,74,20,20,1645,1645,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task164.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task164.onnx,16,16,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task165.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task165.onnx,38,38,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task166.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task166.onnx,17,17,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task167.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task167.onnx,41,41,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task168.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task168.onnx,290,290,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task169.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task169.onnx,70,70,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task170.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task170.onnx,708,708,32,32,3814,3814,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task171.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task171.onnx,1274,1274,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task172.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task172.onnx,16,16,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task173.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task173.onnx,67,67,21,21,222,222,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task174.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task174.onnx,844,844,22,22,72,72,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task175.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task175.onnx,178,178,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task176.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task176.onnx,382,382,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task177.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task177.onnx,46,46,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task178.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task178.onnx,139,139,29,29,568,516,0,0,4,0,52,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task179.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task179.onnx,5,5,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task180.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task180.onnx,5,5,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task181.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task181.onnx,12,12,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task182.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task182.onnx,672,672,57,57,946,946,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task183.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task183.onnx,47,47,8,8,37,37,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task184.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task184.onnx,102,102,19,15,39,35,0,4,0,1,4,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task185.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task185.onnx,353,353,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task186.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task186.onnx,18,18,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task187.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task187.onnx,113,113,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task188.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task188.onnx,53,53,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task189.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task189.onnx,102,102,56,56,305,270,0,0,1,1,35,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task190.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task190.onnx,324,324,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task191.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task191.onnx,211,211,27,27,140,140,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task192.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task192.onnx,33,33,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task193.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task193.onnx,25,25,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task194.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task194.onnx,16,16,4,4,8,8,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task195.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task195.onnx,46,46,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task196.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task196.onnx,50,50,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task197.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task197.onnx,22,22,8,8,17,17,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task198.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task198.onnx,83,83,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task199.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task199.onnx,68,68,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task200.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task200.onnx,643,643,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task201.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task201.onnx,136,136,19,19,931,931,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task202.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task202.onnx,253,253,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task203.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task203.onnx,84,84,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task204.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task204.onnx,55,55,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task205.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task205.onnx,800,800,57,57,221,221,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task206.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task206.onnx,233,233,34,33,231,230,0,1,0,1,1,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task207.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task207.onnx,16,16,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task208.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task208.onnx,413,413,176,84,5086,4936,0,92,0,1,150,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task209.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task209.onnx,1345,1345,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task210.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task210.onnx,16,16,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task211.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task211.onnx,6,6,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task212.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task212.onnx,66,66,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task213.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task213.onnx,402,402,19,17,207,159,2,0,0,0,48,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task214.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task214.onnx,14,14,6,6,10,10,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task215.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task215.onnx,70,70,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task216.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task216.onnx,271,271,10,10,107,107,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task217.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task217.onnx,50,50,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task218.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task218.onnx,143,143,21,21,44,44,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task219.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task219.onnx,19,19,17,17,28282,28282,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task220.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task220.onnx,22,22,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task221.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task221.onnx,68,68,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task222.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task222.onnx,29,29,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task223.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task223.onnx,14,14,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task224.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task224.onnx,77,77,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task225.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task225.onnx,43,43,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task226.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task226.onnx,83,83,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task227.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task227.onnx,16,16,13,13,53,53,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task228.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task228.onnx,67,67,18,18,90,90,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task229.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task229.onnx,17,17,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task230.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task230.onnx,22,22,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task231.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task231.onnx,46,46,12,12,101,101,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task232.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task232.onnx,27,27,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task233.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task233.onnx,2445,2445,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task234.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task234.onnx,118,118,9,9,1446,1446,0,0,0,0,0,False,reverted,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:Sub, node name: ): [ShapeInferenceError] Inferred shape and existing shape differ in dimension 2: (1) vs (30)
"
E:\kagglegolf\data\external\datasets\afr1ste_6335\task235.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task235.onnx,31,31,22,22,88,88,0,0,0,0,0,False,reverted,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:Add): [ShapeInferenceError] Inferred shape and existing shape differ in dimension 3: (28) vs (30)
"
E:\kagglegolf\data\external\datasets\afr1ste_6335\task236.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task236.onnx,25,25,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task237.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task237.onnx,29,29,12,12,43,43,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task238.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task238.onnx,242,242,40,40,1515,1515,0,0,0,0,0,False,reverted,"InferenceError: [ShapeInferenceError] Inference error(s): (op_type:Mul, node name: ): [ShapeInferenceError] Inferred shape and existing shape differ in rank: (2) vs (4)
"
E:\kagglegolf\data\external\datasets\afr1ste_6335\task239.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task239.onnx,60,60,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task240.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task240.onnx,53,53,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task241.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task241.onnx,5,5,3,3,6,6,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task242.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task242.onnx,71,71,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task243.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task243.onnx,94,94,9,9,41,41,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task244.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task244.onnx,64,64,30,30,84,84,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task245.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task245.onnx,60,60,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task246.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task246.onnx,51,51,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task247.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task247.onnx,31,31,7,7,34,34,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task248.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task248.onnx,154,154,0,0,0,0,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task249.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task249.onnx,14,14,5,5,64,64,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task250.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task250.onnx,164,164,47,34,3760,1913,1,12,1,1,1847,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task251.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task251.onnx,82,82,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task252.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task252.onnx,30,30,15,13,914,912,0,2,0,1,2,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task253.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task253.onnx,16,16,13,12,451,438,0,1,0,0,13,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task254.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task254.onnx,59,59,2,2,2,2,0,0,0,1,0,True,rewritten,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task255.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task255.onnx,117,117,31,31,6571,6571,0,0,0,0,0,False,unchanged,
E:\kagglegolf\data\external\datasets\afr1ste_6335\task256.onnx,E:\kagglegolf\data\interim\afr1ste_6335_batchcompress_rewrite\task256.onnx,58,58,2,2,2,2,0,0,0,1,0,True,rewritten,
