source,task_id,public_onnx_path,public_correctness,public_score,current_score,delta_score,public_total_cost,current_total_cost,delta_cost,public_memory_bytes,current_memory_bytes,public_params,current_params,better_than_current,verify_error
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task095,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task095.onnx,pass,16.577117488055002,18.186555400489105,-1.6094379124341032,4550,910.0,3640.0,3640,0.0,910,910.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task096,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task096.onnx,pass,14.71233907482333,12.827184286371278,1.885154788452052,29368,193458.0,-164090.0,12725,192521.0,16643,937.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task097,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task097.onnx,pass,12.556802005635198,15.20070697648173,-2.643904970846531,253520,18021.0,235499.0,253456,18000.0,64,21.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task098,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task098.onnx,pass,15.408145740738167,18.186555400489105,-2.7784096597509382,14645,910.0,13735.0,14600,0.0,45,910.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task099,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task099.onnx,pass,14.891532866777334,16.500970779211436,-1.6094379124341014,24550,4910.0,19640.0,19640,0.0,4910,4910.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task100,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task100.onnx,pass,16.135394631924214,16.21491936346016,-0.07952473153594752,7077,6536.0,541.0,7033,6493.0,44,43.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task101,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task101.onnx,pass,13.904485714156337,12.166837180696787,1.7376485334595504,65875,374431.0,-308556.0,54322,374325.0,11553,106.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task102,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task102.onnx,pass,13.20302404881204,15.558071829926945,-2.355047781114905,132850,12606.0,120244.0,132140,12075.0,710,531.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task103,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task103.onnx,pass,19.372378886309363,19.737309811095116,-0.36493092478575306,278,193.0,85.0,221,159.0,57,34.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task104,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task104.onnx,pass,16.23876319316181,16.788788638206977,-0.5500254450451685,6382,3682.0,2700.0,5312,2692.0,1070,990.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task105,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task105.onnx,pass,14.15588038420356,16.138508135713085,-1.9826277515095256,51232,7055.0,44177.0,43964,6987.0,7268,68.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task106,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task106.onnx,pass,13.492077026652563,17.940382371708615,-4.448305345056053,99501,1164.0,98337.0,95854,1039.0,3647,125.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task107,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task107.onnx,pass,13.315552753097748,13.799992367549814,-0.4844396144520662,118711,73131.0,45580.0,105030,59450.0,13681,13681.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task108,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task108.onnx,pass,17.504458056115745,17.504458056115745,0.0,1800,1800.0,0.0,0,0.0,1800,1800.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task109,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task109.onnx,pass,12.878679467337893,13.539652865248629,-0.6609733979107357,183748,94878.0,88870.0,183656,93924.0,92,954.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task110,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task110.onnx,pass,11.835629410723072,13.411104725742392,-1.57547531501932,521451,107893.0,413558.0,520352,107543.0,1099,350.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task111,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task111.onnx,pass,16.5810813778521,18.319145321209785,-1.7380639433576839,4532,797.0,3735.0,4504,772.0,28,25.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task112,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task112.onnx,pass,13.68170351844578,14.010141445218116,-0.3284379267723363,82314,59270.0,23044.0,82208,59164.0,106,106.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task113,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task113.onnx,pass,21.598802618337846,21.598802618337846,0.0,30,30.0,0.0,0,0.0,30,30.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task114,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task114.onnx,pass,15.466851753596663,17.869901489874422,-2.40304973627776,13810,1249.0,12561.0,13592,1091.0,218,158.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task115,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task115.onnx,pass,13.083698273710484,16.67663430556392,-3.5929360318534354,149687,4119.0,145568.0,149495,4042.0,192,77.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task116,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task116.onnx,pass,21.598802618337846,21.598802618337846,0.0,30,30.0,0.0,0,0.0,30,30.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task117,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task117.onnx,pass,12.681952263429764,15.202317506360849,-2.520365242931085,223697,17992.0,205705.0,223638,17835.0,59,157.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task118,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task118.onnx,pass,13.997466919324204,13.336192047071197,0.6612748722530064,60026,116286.0,-56260.0,49986,116144.0,10040,142.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task119,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task119.onnx,pass,12.171795625147235,15.297955663465414,-3.1261600383181793,372579,16351.0,356228.0,371232,16251.0,1347,100.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task120,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task120.onnx,pass,16.577117488055002,18.186555400489105,-1.6094379124341032,4550,910.0,3640.0,3640,0.0,910,910.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task121,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task121.onnx,pass,16.215837777729526,16.215837777729526,0.0,6530,6530.0,0.0,6484,6484.0,46,46.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task122,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task122.onnx,pass,13.883247944977253,17.17196196787417,-3.2887140228969187,67289,2510.0,64779.0,67241,0.0,48,2510.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task123,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task123.onnx,pass,16.630379173050898,16.680526307557813,-0.05014713450691488,4314,4103.0,211.0,3365,3155.0,949,948.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task124,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task124.onnx,pass,15.23652192047221,15.634966238347337,-0.3984443178751267,17387,11673.0,5714.0,17034,11320.0,353,353.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task125,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task125.onnx,pass,14.768972845438666,15.495796696496955,-0.7268238510582883,27751,13416.0,14335.0,27000,13170.0,751,246.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task126,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task126.onnx,pass,13.066169242433729,13.636839844664504,-0.5706706022307753,152334,86091.0,66243.0,152288,86044.0,46,47.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task127,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task127.onnx,pass,18.197605236675688,18.197605236675688,0.0,900,900.0,0.0,0,0.0,900,900.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task128,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task128.onnx,pass,12.923119603380998,13.693373260405208,-0.7702536570242096,175761,81359.0,94402.0,175660,81285.0,101,74.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task129,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task129.onnx,pass,18.22235340636488,18.306676331730053,-0.08432292536517139,878,807.0,71.0,848,778.0,30,29.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task130,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task130.onnx,pass,15.322911291498754,15.323538526042306,-0.0006272345435522908,15948,15938.0,10.0,15840,15840.0,108,98.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task131,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task131.onnx,pass,13.935363640328864,14.295632567101045,-0.36026892677218036,63872,44550.0,19322.0,62923,43599.0,949,951.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task132,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task132.onnx,pass,14.38162823726114,14.709279200950512,-0.3276509636893721,40879,29458.0,11421.0,40815,29394.0,64,64.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task133,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task133.onnx,fail,0.0,12.810671762888107,-12.810671762888107,151176,196679.0,-45503.0,132444,196254.0,18732,425.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task134,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task134.onnx,pass,15.255039355692109,15.576162453761413,-0.32112309806930384,17068,12380.0,4688.0,16987,12300.0,81,80.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task135,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task135.onnx,pass,19.097366666598635,19.113895968549844,-0.016529301951209163,366,360.0,6.0,360,360.0,6,0.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task136,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task136.onnx,pass,14.741814456409362,16.516156788265317,-1.774342331855955,28515,4836.0,23679.0,28128,4700.0,387,136.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task137,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task137.onnx,pass,13.188281913948728,13.821401075304742,-0.6331191613560136,134823,71582.0,63241.0,134746,71506.0,77,76.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task138,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task138.onnx,pass,11.831184427442354,14.211361567031112,-2.380177139588758,523774,48467.0,475307.0,523628,48342.0,146,125.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task139,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task139.onnx,pass,15.5902351633302,16.803012072741105,-1.2127769094109038,12207,3630.0,8577.0,12069,3456.0,138,174.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task140,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task140.onnx,pass,19.070410856610106,19.09191706183107,-0.02150620522096247,376,368.0,8.0,360,360.0,16,8.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task141,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task141.onnx,pass,15.330274677926223,15.33103297180142,-0.0007582938751973245,15831,15819.0,12.0,15750,15750.0,81,69.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task142,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task142.onnx,pass,17.504458056115745,17.504458056115745,0.0,1800,1800.0,0.0,0,0.0,1800,1800.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task143,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task143.onnx,pass,14.956098543748658,15.12486048297936,-0.16876193923070204,23015,19441.0,3574.0,22956,19384.0,59,57.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task144,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task144.onnx,pass,17.856382397295878,18.93621479131239,-1.0798323940165133,1266,430.0,836.0,1216,384.0,50,46.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task145,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task145.onnx,pass,13.187110693225081,13.847226946929018,-0.6601162537039365,134981,69757.0,65224.0,134048,68824.0,933,933.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task146,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task146.onnx,pass,12.697022991505538,17.27865138738205,-4.581628395876514,220351,2256.0,218095.0,220335,2232.0,16,24.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task147,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task147.onnx,pass,17.110540850595477,18.186555400489105,-1.0760145498936282,2669,910.0,1759.0,2592,0.0,77,910.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task148,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task148.onnx,pass,14.51170243060831,14.99988495388028,-0.48818252327196987,35893,22029.0,13864.0,35540,21676.0,353,353.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task149,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task149.onnx,pass,16.4432015539914,19.54041448585584,-3.0972129318644406,5202,235.0,4967.0,5158,144.0,44,91.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task150,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task150.onnx,pass,16.549587842274114,18.47643769385049,-1.9268498515763746,4677,681.0,3996.0,4640,650.0,37,31.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task151,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task151.onnx,pass,14.951287195311092,18.186555400489105,-3.235268205178013,23126,910.0,22216.0,23040,0.0,86,910.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task152,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task152.onnx,pass,17.504458056115745,17.504458056115745,0.0,1800,1800.0,0.0,0,0.0,1800,1800.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task153,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task153.onnx,pass,15.649897685648659,15.029134212133924,0.6207634735147352,11500,21394.0,-9894.0,8721,21213.0,2779,181.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task154,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task154.onnx,pass,13.783461048111699,14.596525348878876,-0.8130643007671772,74350,32974.0,41376.0,73384,31984.0,966,990.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task155,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task155.onnx,pass,16.549587842274114,18.47643769385049,-1.9268498515763746,4677,681.0,3996.0,4640,650.0,37,31.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task156,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task156.onnx,pass,13.708494572447707,14.813177309255789,-1.1046827368080816,80138,26551.0,53587.0,79171,24653.0,967,1898.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task157,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task157.onnx,pass,13.646762182274843,13.72024316999107,-0.07348098771622702,85241,79202.0,6039.0,61323,78551.0,23918,651.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task158,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task158.onnx,pass,12.883972419349877,12.837576257600388,0.046396161749489906,182778,191458.0,-8680.0,146688,191092.0,36090,366.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task159,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task159.onnx,pass,12.564209461576487,15.067099286895523,-2.502889825319036,251649,20597.0,231052.0,247544,20519.0,4105,78.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task160,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task160.onnx,pass,15.453401700079354,16.569454615309432,-1.1160529152300782,13997,4585.0,9412.0,13900,4520.0,97,65.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task161,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task161.onnx,pass,12.79585420966354,13.923426777221719,-1.127572567558179,199615,64639.0,134976.0,199535,64611.0,80,28.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task162,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task162.onnx,pass,13.606488900581505,13.944501582071068,-0.33801268148956254,88744,63291.0,25453.0,88696,63248.0,48,43.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task163,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task163.onnx,pass,14.390078922578192,14.911070763333674,-0.5209918407554817,40535,24075.0,16460.0,38890,22430.0,1645,1645.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task164,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task164.onnx,pass,21.598802618337846,21.598802618337846,0.0,30,30.0,0.0,0,0.0,30,30.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task165,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task165.onnx,pass,13.360503560007135,13.87976163077872,-0.5192580707715848,113493,67524.0,45969.0,112500,66530.0,993,994.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task166,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task166.onnx,pass,14.569980811376263,14.881844714630706,-0.3118639032544426,33861,24789.0,9072.0,33824,24752.0,37,37.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task167,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task167.onnx,pass,18.294360905139996,18.470581161737776,-0.17622025659778018,817,685.0,132.0,523,391.0,294,294.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task168,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task168.onnx,pass,14.099453117592168,15.076562772156251,-0.9771096545640834,54206,20403.0,33803.0,53692,20218.0,514,185.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task169,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task169.onnx,pass,14.018323978992306,14.929812271572874,-0.9114882925805681,58787,23628.0,35159.0,57816,22973.0,971,655.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task170,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task170.onnx,pass,13.683929187521063,13.728331141770909,-0.04440195424984594,82131,78564.0,3567.0,78315,78315.0,3816,249.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task171,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task171.onnx,pass,17.308799902477137,18.186555400489105,-0.8777554980119682,2189,910.0,1279.0,2065,0.0,124,910.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task172,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task172.onnx,pass,21.598802618337846,21.598802618337846,0.0,30,30.0,0.0,0,0.0,30,30.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task173,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task173.onnx,pass,12.001579843290845,12.926071138839562,-0.9244912955487177,441715,175243.0,266472.0,441500,175026.0,215,217.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task174,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task174.onnx,pass,13.829973378119483,14.140635684557754,-0.310662306438271,70971,52019.0,18952.0,70899,51945.0,72,74.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task175,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task175.onnx,pass,14.60554265240923,13.54026436354389,1.0652782888653398,32678,94820.0,-62142.0,32176,92072.0,502,2748.0,true,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task176,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task176.onnx,pass,15.818059102545515,16.022853515191528,-0.20479441264601306,9720,7920.0,1800.0,9600,7800.0,120,120.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task177,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task177.onnx,pass,13.355476259673026,13.978195575521427,-0.6227193158484017,114065,61194.0,52871.0,113960,61092.0,105,102.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task178,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task178.onnx,pass,14.383195060114543,15.478065735525723,-1.0948706754111797,40815,13656.0,27159.0,40246,13569.0,569,87.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task179,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task179.onnx,pass,25.0,25.0,0.0,0,0.0,0.0,0,0.0,0,0.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task180,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task180.onnx,pass,15.440764871404047,16.084030688626395,-0.643265817222348,14175,7450.0,6725.0,14096,6528.0,79,922.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task181,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task181.onnx,pass,13.794850477184685,17.91493570604745,-4.1200852288627665,73508,1194.0,72314.0,73448,1108.0,60,86.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task182,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task182.onnx,pass,12.748719790632219,14.22901287975965,-1.4802930891274304,209249,47619.0,161630.0,93891,46580.0,115358,1039.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task183,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task183.onnx,pass,14.712543399700595,14.878662884610772,-0.16611948491017792,29362,24868.0,4494.0,29324,24840.0,38,28.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task184,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task184.onnx,pass,14.12182074071524,14.432407952356657,-0.3105872116414172,53007,38855.0,14152.0,52971,28880.0,36,9975.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task185,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task185.onnx,pass,13.763645234726843,14.00485763936326,-0.2412124046364177,75838,59584.0,16254.0,75771,59517.0,67,67.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task186,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task186.onnx,pass,18.31789140255019,19.10284613236326,-0.7849547298130695,798,364.0,434.0,416,318.0,382,46.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task187,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task187.onnx,pass,12.46251432264169,13.654168620492959,-1.1916542978512688,278587,84612.0,193975.0,277916,83700.0,671,912.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task188,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task188.onnx,pass,15.692442177308457,15.692532917293095,-9.073998463726696e-05,11021,11020.0,1.0,10972,10972.0,49,48.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task189,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task189.onnx,pass,14.256239202013633,14.887914167591697,-0.631674965578064,46340,24639.0,21701.0,46036,24380.0,304,259.0,false,
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task190,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task190.onnx,pass,15.670455380545341,15.675973863620001,-0.005518483074659741,11266,11204.0,62.0,11026,11026.0,240,178.0,false,
