source,task_id,onnx_path,container,sha256,size_bytes,extract_status
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task069,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task069.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task069.onnx,4add50105f5336e0dc29d1f237728faea2528242ccd732edaff1964caf31b513,36370,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task070,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task070.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task070.onnx,fa111639fd4004e2cf322a67eebb09610adcbb35ced3aec5bae33afe771f9728,6690,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task071,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task071.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task071.onnx,22300922de4c1b49025fbd1e4a7d4c29900a2d54f3f283576a68a5528561ba57,11961,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task072,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task072.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task072.onnx,188545c2133e8f311a556d754e465f755bfe94c8c5afb0495df211beb64cec49,1625,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task073,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task073.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task073.onnx,5acbcada9ec515fac9252266f3ac86918a1f12459bb189527db45cc214857333,1388,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task074,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task074.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task074.onnx,8a54887a5f8d8edf8e2e16e03d46839cbd53db1317f8b833ff66b1f8916e2a4c,2235,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task075,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task075.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task075.onnx,cd07080fdb36fb2a17b091b1f1e71da22d510641968a31a9bdce41d3f90bdeb3,7717,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task076,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task076.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task076.onnx,20d040e1d96ac2cf57ede57ea3039eb97263e3618f576a0b1481882893fa0403,21727,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task077,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task077.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task077.onnx,626345155c57ca19d12e7f4c3865aadb883dc1b65afc42fa7339e596c408f8c1,11633,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task078,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task078.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task078.onnx,e96c3682397c655476be57d0a6fddd23efc6bdfd0b09d7185c10580291bd5a66,2575,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task079,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task079.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task079.onnx,e24a4910b1d60ddeb39879d2c3f2229c2e6e4842e6fd677037e19fb1f888bb7f,2165,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task080,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task080.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task080.onnx,51e56a46f7ac69e0d63c9dba98ba5ae787a250d377d5b2b05477ca1a2e9982a8,20621,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task081,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task081.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task081.onnx,0d1de38effabb686b5d0facd63cf32892ffe7c39497aaaa015789a994ec92562,3537,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task082,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task082.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task082.onnx,36eee5cdd1f7cebeea9a938f6be94f69da9cc4b0e029007ea1e480f91e269745,2240,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task083,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task083.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task083.onnx,3526144719574eafa02b2d1fa33a4be836ec96c267520ddd982697e447b8bc98,7454,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task084,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task084.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task084.onnx,5bd28bac4f427d16b03dfcb9d4ae68237ccb4bb720b534e0e14b2768658ee6a0,2820,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task085,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task085.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task085.onnx,7b8b8df6457da13e2fd8b1313b05f7422a4cf4e4e8d7d2c5cf839bfb2b36c8ab,2013,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task086,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task086.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task086.onnx,d9a33fab1d482f5b0451b6fa13d872298412f5b785777946ecab5e2b39a11b0e,3399,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task087,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task087.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task087.onnx,31188f67a76911d1396cae7cc4c7da295c630003a2173784cce70d1c97976fb8,443,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task088,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task088.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task088.onnx,c74797473ae1f109fcd527104b7e631cd8ffafca6a87f69d6524c39c2d420bb8,12966,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task089,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task089.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task089.onnx,2aa100d933dc0416d299588012809b6b4dc925844e708167ec77901f7d0adcd1,214991,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task090,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task090.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task090.onnx,c222b63862479f5876ea1788fc2ee7b52dd6d1a9015dbb6acc24c026c951040d,19479,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task091,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task091.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task091.onnx,bc6a7da0d62e880c698b01ff835433242f43748df5d5a80be397ec4ff0c6575b,2984,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task092,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task092.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task092.onnx,e051e7d1edb8b7659f34ca67fcdf7f4ecac1a48d4c4bb73959458eef8a66adbf,3290,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task093,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task093.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task093.onnx,8f9a52b9ae79d5dba2b673ece8ba70e2fcd382353074eb50e92942e830465f0f,3751,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task094,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task094.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task094.onnx,33a74783b823dc1b112c59c2aba02bb1a1d58cbcb0330215830b427f3dfde8da,2764,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task095,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task095.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task095.onnx,095e81fc018653ce1cdd6d756356de803301d87eb52f80c7f36f5842ca309bc3,4014,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task096,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task096.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task096.onnx,72ff1c70f6e324f0cfe215f7c2a2c3816ffd9b94133e67f1dc4db2c578b4c33a,19499,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task097,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task097.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task097.onnx,decc3aaf14d06716111d1beec811e1d1f5628deeaad55fbe1c46e45054c63ffa,2803,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task098,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task098.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task098.onnx,37e4e979f4cb257022abbb72232620f70eed1599986cf32f365f6b7bc5f9abb3,1086,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task099,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task099.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task099.onnx,0f0be9c0bcc58858e5b710ac1df99ef2b3d031fd48ec301d1e7d14d7f93a86db,19893,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task100,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task100.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task100.onnx,1e4c83f99371dee5d0dd2894335e6f69fb568b082179b71f3c176b39e8735a2b,4992,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task101,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task101.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task101.onnx,1097ccf2575df8ef91fdfbd7870a10cc2b4bdce67da9e625e16e66f5aeb89204,32723,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task102,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task102.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task102.onnx,cfda65ef9b707bbbba5bf6138f3cc4951e6ca083ed5df35b6aafe5e10a5d361c,36416,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task103,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task103.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task103.onnx,b9c51e1f345db496253265b5b29cef7dd145dfa1ebd3fe0ece6a1bf997cbafa2,1582,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task104,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task104.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task104.onnx,61027b3e53c3bea6f67b988bd4eb85694699bfac8f12b20e01db76e5556d8c36,5723,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task105,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task105.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task105.onnx,a6f1dd7862c68ee144fd6750b908a1dd89f8ad4233183b6f6af7a8b7f0294774,35213,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task106,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task106.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task106.onnx,6b2ad626fb0b5283c33bdd6f054f608922c7a43830565299be4f0c322f4b20a6,24053,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task107,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task107.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task107.onnx,453b03fec4e1bef2ecd2f2c63b3f3db0ba06259f99f9fb8db748181a2e0bb9b2,58113,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task108,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task108.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task108.onnx,825c078fdd5cf248ddfcf1d91c57c125e6e2213304022e67810f2d3aaee2922c,7454,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task109,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task109.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task109.onnx,3cb34f04af9558f9c69bf1e8a598a334dfafff93ebda7f0f7e026ac4726a2ec2,3836,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task110,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task110.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task110.onnx,793a4ccb7329da07dd03279840c7c5dcc500e7911a07328206922351bd68f3ae,16176,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task111,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task111.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task111.onnx,294fe9b217bc48010d14839504c2d05f18c01b58a15ebe4d22e87994c1923f81,1457,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task112,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task112.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task112.onnx,2f3b62aab57da895d106fc6f18a5c592a620305f8fd19151aa27d2128ce916c8,3983,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task113,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task113.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task113.onnx,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,499,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task114,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task114.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task114.onnx,6a274c9cd5a9ebe439174da06b838b69aa1861a6206c91ffab0a5e0ff4e0c063,2288,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task115,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task115.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task115.onnx,50a7c216e0c1c2ab045e8e6039de0cfc08f27698804237c04630d0d1842004f3,4668,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task116,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task116.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task116.onnx,3f87aab73b8c538752ffb070a34dd07ef95ccba2d299bd7526da67fcf956e1e5,479,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task117,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task117.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task117.onnx,4bef6e4baed979d086556f905606d2a14788ff90d46f1bd71f5307e07f793e40,29241,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task118,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task118.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task118.onnx,46b5d626d88d0263db53d6396e8282d2ada582fe35b31ede129ad7b9755cf413,18974,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task119,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task119.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task119.onnx,2ad81ae99264f2d6289a7af0b0ef17f7054cee827e27d4b6ca9d732800e24346,48761,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task120,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task120.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task120.onnx,b1e5e63231c90bb31fac903ef0ca8975a7d2468ea764f28962a49eebea6c705a,3888,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task121,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task121.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task121.onnx,03880dc2a72d6781722a53ffad4b506867ebd9f9c0a7faae3760807eabe67856,3339,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task122,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task122.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task122.onnx,72cb61e20e4a546da076b38e9f838b6cdad96db2d08afe306ffdf99296254e57,3438,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task123,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task123.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task123.onnx,f2d7dfd3dd863f8713dd386250b196061785a0cfb2095beae7769936eef886cb,8565,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task124,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task124.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task124.onnx,47d9b11bf8d59f3906c8c3717155630ff92da59f29c30e9a380bf3f8e68b364d,2821,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task125,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task125.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task125.onnx,faba15400bec197981cd2ccfcc14c7ce061a1cbae40cc556ee325ebfb81ef7ba,4141,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task126,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task126.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task126.onnx,a01c3539b16923b471f733187c5c64c05e53126da65dcbdd4f6f73de9c190d13,2488,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task127,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task127.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task127.onnx,81f551a5b779e861ce371fdc4697595db753242954a60c50a3ac8e3108937d97,3772,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task128,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task128.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task128.onnx,77d12658b491482054bcba0c93c1f915e28ef6365298681216a1c12afe8bfb39,3224,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task129,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task129.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task129.onnx,b4bf8972683a55cdebeaeec284f506da67cdbf34f151d3dd78331b9294b9be0a,1196,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task130,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task130.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task130.onnx,e95ff3b897c0267696d9742557a0bcd476bd6c433bd9c8a7747ff4ced0009946,1012,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task131,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task131.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task131.onnx,975b200c949bb5f43008027ed6ae7832b52ab1915a7c672eb075786a11fb3c9f,12240,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task132,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task132.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task132.onnx,59f093d65daa1ad802b56483d2b8a6e9ea1323b005461d7a002e6d776b17920f,2331,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task133,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task133.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task133.onnx,63fb3880353654506316153d80567a3d035f13129356be26c4f871d078c94205,287675,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task134,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task134.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task134.onnx,a12b9a7a357741db1c7bf631d3af2e7b1e8baf5cfeef00b638d4a5337fe7ace1,7283,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task135,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task135.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task135.onnx,3d9bea2bde587509e06b69c0abb6742c540fd587c7d596a916a7a03c68e0ca36,346,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task136,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task136.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task136.onnx,977d4837313ee79a1e87bddbc08fb4f2d34608f30f6443272ff687e3359399ca,8371,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task137,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task137.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task137.onnx,ce722d90f6e762bf89f32d4d0a0e9d2a483fe6e84e3092d7fb25a030be6057ed,2460,direct
jonathanchan__ngc26-constraint-smart-logic-mix-blending,task138,data/kaggle_code_single_task/extracted_onnx/jonathanchan__ngc26-constraint-smart-logic-mix-blending/task138.onnx,data/kaggle_code_single_task/outputs/jonathanchan__ngc26-constraint-smart-logic-mix-blending/tmp_build/blend/task138.onnx,bd8ce86953085de3a28cf5ce221b2737cbbc5c93a6dffc7264a0dfefb2f3defb,10905,direct
